id,text,chars,width,height,area,char_size,pos_x,pos_y,aspect,layout,label
Deve-010-036,20002000,8,0.035948,0.027778,0.000999,0.000125,0.759804,0.344697,1.294118, h,body
Deve-010-037,2000,4,0.034314,0.010101,0.000347,8.7e-05,0.760621,0.371212,3.397055, h,body
Deve-010-038,Classification Report for Haar-Like features,44,0.207516,0.008838,0.001834,4.2e-05,0.499183,0.416035,23.479079, h,body
Deve-010-039,1.01,4,0.01634,0.007576,0.000124,3.1e-05,0.284314,0.433081,2.156855, h,body
Deve-010-040,1,1,0.003268,0.006313,2.1e-05,2.1e-05,0.29085,0.452652,0.51765, v,body
Deve-010-041,0.99,4,0.017974,0.007576,0.000136,3.4e-05,0.283497,0.472222,2.372543, h,body
Deve-010-042,0.98,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.491793,2.847057, h,body
Deve-010-043,"Precision, Recall and F1-score Value",36,0.014706,0.133838,0.001968,5.5e-05,0.263889,0.512626,0.109878, v,header
Deve-010-044,0.97,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.511995,2.847052, h,body
Deve-010-045,0.96,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.532197,2.847052, h,body
Deve-010-046,0.95,4,0.017974,0.007576,0.000136,3.4e-05,0.283497,0.551768,2.372534, h,body
Deve-010-047,0.94,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.571338,2.847043, h,body
Deve-010-048,0.93,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.590278,2.847057, h,body
Deve-010-049,1,1,0.003268,0.006313,2.1e-05,2.1e-05,0.303922,0.601641,0.517652, v,body
Deve-010-050,2,1,0.003268,0.006313,2.1e-05,2.1e-05,0.351307,0.601641,0.517657, v,body
Deve-010-051,3,1,0.003268,0.006313,2.1e-05,2.1e-05,0.400327,0.601641,0.517654, v,body
Deve-010-052,4,1,0.004902,0.00505,2.5e-05,2.5e-05,0.448529,0.60101,0.970603, v,caption
Deve-010-053,5,1,0.003268,0.006313,2.1e-05,2.1e-05,0.496732,0.601641,0.517654, v,body
Deve-010-054,6,1,0.004902,0.007576,3.7e-05,3.7e-05,0.544935,0.60101,0.647055, v,body
Deve-010-055,7,1,0.004902,0.006313,3.1e-05,3.1e-05,0.593954,0.601641,0.776476, v,body
Deve-010-056,8,1,0.004902,0.006313,3.1e-05,3.1e-05,0.64134,0.601641,0.776476, v,body
Deve-010-057,9,1,0.003268,0.006313,2.1e-05,2.1e-05,0.689542,0.601641,0.517657, v,body
Deve-010-058,10,2,0.00817,0.006313,5.2e-05,2.6e-05,0.737745,0.601641,1.294135, h,body
Deve-010-059,Gesture Class,13,0.06536,0.008838,0.000578,4.4e-05,0.521242,0.61553,7.394949, h,body
Deve-010-060,Precision,9,0.044118,0.007576,0.000334,3.7e-05,0.440359,0.641414,5.823542, h,body
Deve-010-061,Recall,6,0.027778,0.007576,0.00021,3.5e-05,0.515523,0.640151,3.666649, h,body
Deve-010-062,F1-score,8,0.039216,0.007576,0.000297,3.7e-05,0.589869,0.641414,5.176484, h,body
Deve-010-063,"Figure 5: Scatter Plot of Precision, Recall and F1-Score for Haar-Like Features",79,0.51634,0.012626,0.006519,8.3e-05,0.511438,0.680556,40.894223, h,body
Deve-010-064,"4.2 Dynamic object detection using a convolutional neural network (CNN)The CNN was trained using the Ã¢â‚¬Ëœleapgestrecog' dataset of 20,000 infrared images downloaded from Kaggle[30] to recognise hands under 10 different classes; Palm_Forward, Index_forward, Fist, Fist_Turned,Thumb_Up, Middle_Finger_Front, OK, Palm_side, C and Point_Down. The generated model which wastrained using 10 Epochs and 14,000 steps per epoch was created using python script. Obtained results foraccuracy and loss are as shown in Figure 8 and Figure 9, respectively, with their accompanying details inTable 2 and Table 3, respectively. Table 4 shows the results of the metrics (Precision, Recall, and F1-Score)of the deep learning model for each class of data. The confusion matrix generated in the form of equation(1) from the results of the metrics is as shown in equation (8). The Precision, Recall, F1-score and weightedscores are calculated as shown in Table 4, using equations (2-6).",962,0.763072,0.195707,0.149339,0.000155,0.499183,0.801136,3.899051, h,header
Deve-010-065,URL: ,5,0.318627,0.012626,0.004023,0.000805,0.477941,0.939394,25.235219, h,body
Deve-010-066,37,2,0.014706,0.008838,0.00013,6.5e-05,0.85866,0.9375,1.663859, h,body
Deve-011-000,"JOURNAL OF BIOMEDICAL ENGINEERING AND MEDICAL IMAGING, Volume 6, No 4, August 2019",82,0.651961,0.012626,0.008232,0.0001,0.497549,0.064394,51.635291, h,body
Deve-011-001,Table 2: Training Results of CNN (Accuracy),43,0.289216,0.013889,0.004017,9.3e-05,0.510621,0.092803,20.823525, h,body
Deve-011-002,Epoch,5,0.053922,0.013889,0.000749,0.00015,0.384804,0.13952,3.88235, h,body
Deve-011-003,12,2,0.00817,0.027778,0.000227,0.000113,0.384804,0.165404,0.294118, v,body
Deve-011-004,3,1,0.006536,0.008838,5.8e-05,5.8e-05,0.383987,0.191288,0.739496, v,body
Deve-011-005,Model Accuracy,14,0.119281,0.016414,0.001958,0.00014,0.500817,0.121843,7.266968, h,body
Deve-011-006,Train0.93110.99750.99890.99820.99950.99940.99890.99960.9997,59,0.04902,0.170455,0.008356,0.000142,0.490196,0.217803,0.287582, v,header
Deve-011-007,Test0.99830.99870.99980.99970.99970.99970.9988,46,0.04902,0.135101,0.006623,0.000144,0.604575,0.200126,0.362836, v,header
Deve-011-008,4,1,0.00817,0.008838,7.2e-05,7.2e-05,0.384804,0.208965,0.924371, v,body
Deve-011-009,5,1,0.006536,0.008838,5.8e-05,5.8e-05,0.383987,0.226641,0.739496, v,body
Deve-011-010,6,1,0.006536,0.008838,5.8e-05,5.8e-05,0.383987,0.244318,0.739496, v,body
Deve-011-011,7,1,0.00817,0.008838,7.2e-05,7.2e-05,0.384804,0.261995,0.924371, v,body
Deve-011-012,8,1,0.006536,0.008838,5.8e-05,5.8e-05,0.383987,0.278409,0.739497, v,body
Deve-011-013,1,1,0.004902,0.008838,4.3e-05,4.3e-05,0.605392,0.279672,0.554627, v,body
Deve-011-014,9,1,0.006536,0.008838,5.8e-05,5.8e-05,0.383987,0.297348,0.739496, v,body
Deve-011-015,0.9995,6,0.04902,0.011364,0.000557,9.3e-05,0.604575,0.297348,4.313721, h,body
Deve-011-016,10,2,0.014706,0.010101,0.000149,7.4e-05,0.384804,0.314394,1.455883, h,body
Deve-011-017,1,1,0.004902,0.008838,4.3e-05,4.3e-05,0.491013,0.315025,0.554623, v,body
Deve-011-018,1,1,0.004902,0.008838,4.3e-05,4.3e-05,0.605392,0.315025,0.554626, v,body
Deve-011-019,Table 3: Training Results of CNN,32,0.214052,0.012626,0.002703,8.4e-05,0.510621,0.352273,16.952945, h,body
Deve-011-020,Epoch,5,0.042484,0.013889,0.00059,0.000118,0.380719,0.399621,3.058822, h,body
Deve-011-021,1,1,0.004902,0.008838,4.3e-05,4.3e-05,0.379902,0.417298,0.554624, v,body
Deve-011-022,2,1,0.006536,0.008838,5.8e-05,5.8e-05,0.379085,0.436237,0.739497, v,body
Deve-011-023,Test0.0066,10,0.04902,0.030303,0.001485,0.000149,0.602941,0.407828,1.617648, h,body
Deve-011-024,0.00610.00033280.0006637,24,0.076797,0.04798,0.003685,0.000154,0.603758,0.455808,1.600618, h,header
Deve-011-025,3,1,0.006536,0.008838,5.8e-05,5.8e-05,0.379085,0.455177,0.739496, v,body
Deve-011-026,4,1,0.00817,0.008838,7.2e-05,7.2e-05,0.379902,0.475379,0.924366, v,body
Deve-011-027,Model Loss,10,0.080065,0.013889,0.001112,0.000111,0.499183,0.380682,5.764708, h,body
Deve-011-028,Train0.23060.01110.00480.01070.0020.00260.00780.0033,52,0.04902,0.161616,0.007922,0.000152,0.485294,0.474747,0.303309, v,header
Deve-011-029,0.00120.0000041542,18,0.102941,0.031566,0.003249,0.000181,0.484477,0.577651,3.261177, h,body
Deve-011-030,5,1,0.006536,0.011364,7.4e-05,7.4e-05,0.380719,0.493056,0.575164, v,body
Deve-011-031,0.003,5,0.039216,0.008838,0.000347,6.9e-05,0.602941,0.493056,4.436973, h,body
Deve-011-032,6,1,0.00817,0.007576,6.2e-05,6.2e-05,0.379902,0.511364,1.078431, h,body
Deve-011-033,7,1,0.006536,0.008838,5.8e-05,5.8e-05,0.380719,0.530934,0.739491, v,body
Deve-011-034,8,1,0.006536,0.007576,5e-05,5e-05,0.379085,0.549242,0.862747, v,body
Deve-011-035,0.00370.00824.859E-05,21,0.071895,0.049242,0.00354,0.000169,0.602941,0.530934,1.460029, h,header
Deve-011-036,0.00130.000091735,17,0.094771,0.030303,0.002872,0.000169,0.602941,0.57702,3.12745, h,body
Deve-011-037,9,1,0.006536,0.008838,5.8e-05,5.8e-05,0.379085,0.567551,0.739497, v,body
Deve-011-038,10,2,0.01634,0.008838,0.000144,7.2e-05,0.380719,0.58649,1.848745, h,body
Deve-011-039,Model Accuracy vs Epoch Number,30,0.173203,0.010101,0.00175,5.8e-05,0.5,0.619949,17.147077, h,body
Deve-011-040,1.01,4,0.017974,0.006313,0.000113,2.8e-05,0.281863,0.638258,2.847045, h,body
Deve-011-041,1,1,0.009804,0.008838,8.7e-05,8.7e-05,0.285948,0.654672,1.109239, h,body
Deve-011-042,0.99,4,0.019608,0.007576,0.000149,3.7e-05,0.281046,0.67298,2.58824, h,body
Deve-011-043,0.98,4,0.017974,0.008838,0.000159,4e-05,0.281863,0.690025,2.033626, h,body
Deve-011-044,0.97,4,0.017974,0.007576,0.000136,3.4e-05,0.281863,0.707071,2.372548, h,body
Deve-011-045,Model Accuracy,14,0.01634,0.063131,0.001032,7.4e-05,0.261438,0.715909,0.258824, v,header
Deve-011-046,0.96,4,0.019608,0.006313,0.000124,3.1e-05,0.281046,0.724116,3.105876, h,body
Deve-011-047,0.94,4,0.017974,0.007576,0.000136,3.4e-05,0.281863,0.758838,2.372539, h,body
Deve-011-048,0.93,4,0.017974,0.007576,0.000136,3.4e-05,0.281863,0.776515,2.372555, h,body
Deve-011-049,0.92,4,0.019608,0.007576,0.000149,3.7e-05,0.281046,0.792929,2.588233, h,body
Deve-011-050,0,1,0.004902,0.006313,3.1e-05,3.1e-05,0.301471,0.804924,0.776471, v,body
Deve-011-051,2,1,0.003268,0.006313,2.1e-05,2.1e-05,0.375817,0.804924,0.517645, v,body
Deve-011-052,4,1,0.004902,0.005051,2.5e-05,2.5e-05,0.450163,0.805556,0.970587, v,caption
Deve-011-053,6,1,0.004902,0.006313,3.1e-05,3.1e-05,0.522059,0.804924,0.776468, v,body
Deve-011-054,8,1,0.004902,0.006313,3.1e-05,3.1e-05,0.595588,0.804924,0.776465, v,body
Deve-011-055,10,2,0.009804,0.006313,6.2e-05,3.1e-05,0.669935,0.804924,1.552933, h,body
Deve-011-056,12,2,0.009804,0.007576,7.4e-05,3.7e-05,0.743464,0.805556,1.294106, h,body
Deve-011-057,Epoch Number,12,0.075163,0.011364,0.000854,7.1e-05,0.522876,0.818813,6.614383, h,body
Deve-011-058,,6,0.029412,0.008838,0.00026,4.3e-05,0.48366,0.845328,3.327709, h,body
Deve-011-059,,5,0.027778,0.007576,0.00021,4.2e-05,0.544935,0.84596,3.666645, h,body
Deve-011-060,Figure 6: Graph of Model Accuracy (Accuracy vs Epoch Number),60,0.428105,0.013889,0.005946,9.9e-05,0.498366,0.885732,30.823504, h,body
Deve-011-061,COPYRIGHT Ã‚Â© SOCIETY FOR SCIENCE AND EDUCATION UNITED KINGDOM,60,0.47549,0.011364,0.005403,9e-05,0.484477,0.936237,41.843269, h,body
Deve-011-062,38,2,0.017974,0.008838,0.000159,7.9e-05,0.878268,0.936237,2.033623, h,body
Deve-012-000,"Agbotiname Lucky Imoize, Aanuoluwapo Eberechukwu Babajide; Development of an Infrared-Based Sensor for Finger MovementDetection, Journal of Biomedical Engineering and Medical Imaging, Volume 6, No 4, Aug (2019), pp 29-44",220,0.795752,0.030303,0.024114,0.00011,0.523693,0.07197,26.259808, h,body
Deve-012-001,Model Loss vs Epoch Number,26,0.143791,0.008838,0.001271,4.9e-05,0.501634,0.11048,16.268915, h,body
Deve-012-002,0.25,4,0.017974,0.007576,0.000136,3.4e-05,0.291667,0.127525,2.372549, h,body
Deve-012-003,0.2,3,0.013072,0.006313,8.3e-05,2.8e-05,0.295752,0.152146,2.070589, h,body
Deve-012-004,0.15,4,0.01634,0.007576,0.000124,3.1e-05,0.292484,0.176768,2.156864, h,body
Deve-012-005,Model Loss,10,0.011438,0.042929,0.000491,4.9e-05,0.268791,0.20202,0.266436, v,header
Deve-012-006,0.1,3,0.013072,0.006313,8.3e-05,2.8e-05,0.294118,0.201389,2.070589, h,body
Deve-012-007,0.05,4,0.01634,0.007576,0.000124,3.1e-05,0.292484,0.22601,2.156864, h,body
Deve-012-008,0,1,0.003268,0.007576,2.5e-05,2.5e-05,0.29902,0.25,0.431372, v,body
Deve-012-009,0,1,0.003268,0.00505,1.7e-05,1.7e-05,0.312092,0.261364,0.647059, v,caption
Deve-012-010,4,1,0.003268,0.00505,1.7e-05,1.7e-05,0.454248,0.261364,0.647059, v,caption
Deve-012-011,6,1,0.004902,0.007576,3.7e-05,3.7e-05,0.525327,0.261364,0.647058, v,body
Deve-012-012,8,1,0.003268,0.006313,2.1e-05,2.1e-05,0.594771,0.260732,0.51764, v,body
Deve-012-013,10,2,0.009804,0.00505,5e-05,2.5e-05,0.666667,0.261364,1.94118, h,caption
Deve-012-014,12,2,0.009804,0.007576,7.4e-05,3.7e-05,0.736928,0.261364,1.294115, h,body
Deve-012-015,-0.05,5,0.021242,0.007576,0.000161,3.2e-05,0.290033,0.275253,2.803926, h,body
Deve-012-016,Epoch Number,12,0.071895,0.010101,0.000726,6.1e-05,0.52451,0.282828,7.117668, h,body
Deve-012-017,,6,0.027778,0.007576,0.00021,3.5e-05,0.484477,0.308081,3.666653, h,body
Deve-012-018,Test,4,0.019608,0.006313,0.000124,3.1e-05,0.545752,0.307449,3.105881, h,body
Deve-012-019,Figure 7: Graph of Model loss (loss vs Epoch Number),52,0.357843,0.013889,0.00497,9.6e-05,0.499183,0.349116,25.764742, h,body
Deve-012-020,Model Accuracy vs Epoch Number,30,0.168301,0.010101,0.0017,5.7e-05,0.499183,0.381313,16.661778, h,body
Deve-012-021,(Localised to 0.9975 - 1.0005),30,0.143791,0.010101,0.001452,4.8e-05,0.5,0.392677,14.235277, h,body
Deve-012-022,1.0005,6,0.029412,0.006313,0.000186,3.1e-05,0.294118,0.409722,4.65884, h,body
Deve-012-023,1,1,0.003268,0.006313,2.1e-05,2.1e-05,0.305556,0.433712,0.517645, v,body
Deve-012-024,0.9995,6,0.029412,0.007576,0.000223,3.7e-05,0.294118,0.457071,3.882358, h,body
Deve-012-025,Model Accuracy,14,0.013072,0.060606,0.000792,5.7e-05,0.267974,0.481061,0.215686, v,header
Deve-012-026,0.999,5,0.022876,0.007576,0.000173,3.5e-05,0.295752,0.481061,3.019598, h,body
Deve-012-027,0.9985,6,0.031046,0.006313,0.000196,3.3e-05,0.293301,0.504419,4.917629, h,body
Deve-012-028,0.998,5,0.02451,0.006313,0.000155,3.1e-05,0.296569,0.528409,3.882327, h,body
Deve-012-029,0.9975,6,0.029412,0.007576,0.000223,3.7e-05,0.294118,0.55303,3.882352, h,body
Deve-012-030,0,1,0.004902,0.005051,2.5e-05,2.5e-05,0.319444,0.564394,0.970581, v,caption
Deve-012-031,2,1,0.003268,0.006313,2.1e-05,2.1e-05,0.388889,0.563763,0.517646, v,body
Deve-012-032,4,1,0.004902,0.006313,3.1e-05,3.1e-05,0.456699,0.563763,0.776465, v,body
Deve-012-033,6,1,0.004902,0.007576,3.7e-05,3.7e-05,0.525327,0.563131,0.647059, v,body
Deve-012-034,8,1,0.003268,0.006313,2.1e-05,2.1e-05,0.594771,0.563763,0.517641, v,body
Deve-012-035,10,2,0.009804,0.006313,6.2e-05,3.1e-05,0.663399,0.563763,1.552929, h,body
Deve-012-036,12,2,0.009804,0.006313,6.2e-05,3.1e-05,0.73366,0.563763,1.552942, h,body
Deve-012-037,Epoch Number,12,0.071895,0.011364,0.000817,6.8e-05,0.526144,0.577651,6.326817, h,body
Deve-012-038,Train,5,0.026144,0.008838,0.000231,4.6e-05,0.48366,0.602904,2.958011, h,body
Deve-012-039,Test,4,0.019608,0.007576,0.000149,3.7e-05,0.544118,0.602273,2.588257, h,body
Deve-012-040,Figure 8: Graph of Model Accuracy (localised),45,0.303922,0.013889,0.004221,9.4e-05,0.511438,0.644571,21.882493, h,body
Deve-012-041,Model Loss vs Epoch Number,26,0.137255,0.008838,0.001213,4.7e-05,0.513072,0.674874,15.529494, h,body
Deve-012-042,(Localised to 0-0.012),22,0.109477,0.011364,0.001244,5.7e-05,0.513889,0.6875,9.634024, h,body
Deve-012-043,0.012,5,0.021242,0.007576,0.000161,3.2e-05,0.312909,0.70202,2.803926, h,body
Deve-012-044,0.01,4,0.017974,0.006313,0.000113,2.8e-05,0.314542,0.722854,2.847075, h,body
Deve-012-045,0.008,5,0.021242,0.006313,0.000134,2.7e-05,0.312909,0.744318,3.364729, h,body
Deve-012-046,0.006,5,0.022876,0.006313,0.000144,2.9e-05,0.312092,0.765783,3.623548, h,body
Deve-012-047,Model Loss,10,0.014706,0.040404,0.000594,5.9e-05,0.286765,0.776515,0.363971, v,header
Deve-012-048,M,1,0.052288,0.131313,0.006866,0.006866,0.498366,0.767677,0.39819, v,header
Deve-012-049,0.004,5,0.021242,0.006313,0.000134,2.7e-05,0.312909,0.785985,3.364724, h,body
Deve-012-050,0.002,5,0.022876,0.007576,0.000173,3.5e-05,0.312092,0.806818,3.019607, h,body
Deve-012-051,0,1,0.003268,0.005051,1.7e-05,1.7e-05,0.321895,0.828283,0.647054, v,caption
Deve-012-052,0,1,0.003268,0.00505,1.7e-05,1.7e-05,0.334967,0.839646,0.647061, v,caption
Deve-012-053,2,1,0.004902,0.006313,3.1e-05,3.1e-05,0.402778,0.839015,0.776474, v,body
Deve-012-054,4,1,0.004902,0.006313,3.1e-05,3.1e-05,0.469771,0.839015,0.776471, v,body
Deve-012-055,6,1,0.003268,0.006313,2.1e-05,2.1e-05,0.537582,0.839015,0.517647, v,body
Deve-012-056,8,1,0.004902,0.006313,3.1e-05,3.1e-05,0.605392,0.839015,0.776481, v,body
Deve-012-057,10,2,0.00817,0.006313,5.2e-05,2.6e-05,0.67402,0.839015,1.29413, h,body
Deve-012-058,12,2,0.009804,0.006313,6.2e-05,3.1e-05,0.740196,0.839015,1.552953, h,body
Deve-012-059,-0.002,6,0.026144,0.007576,0.000198,3.3e-05,0.312091,0.849747,3.450985, h,body
Deve-012-060,Epoch Number,12,0.068627,0.011364,0.00078,6.5e-05,0.537582,0.856692,6.039231, h,body
Deve-012-061,Train,5,0.02451,0.007576,0.000186,3.7e-05,0.497549,0.881313,3.235312, h,body
Deve-012-062,,5,0.026144,0.007576,0.000198,4e-05,0.553922,0.881313,3.450994, h,body
Deve-012-063,Figure 9: Graph of Model loss (localized)URL: ,46,0.326797,0.031566,0.010316,0.000224,0.482026,0.929924,10.352927, h,body
Deve-012-064,39,2,0.014706,0.008838,0.00013,6.5e-05,0.85866,0.9375,1.663859, h,body
Deve-013-000,"JOURNAL OF BIOMEDICAL ENGINEERING AND MEDICAL IMAGING, Volume 6, No 4, August 2019",82,0.651961,0.012626,0.008232,0.0001,0.497549,0.064394,51.635291, h,body
Deve-013-001,211 0,5,0.055556,0.016414,0.000912,0.000182,0.415033,0.118056,3.384616, h,body
Deve-013-002,CMATRIX,7,0.058824,0.016414,0.000966,0.000138,0.333333,0.192551,3.583708, h,body
Deve-013-003,0 0 0 0 0 0 0 00 217 0 0 0 0 0 0 0 00 0 195 0 0 0 0 0 0 00 0 1 1900 0 0 0 0 00 0 0 0 187 0 0 0 0 00,99,0.277778,0.092172,0.025603,0.000259,0.542484,0.15846,3.013698, h,header
Deve-013-004,0 0 0 0 194 0 0 0 00 0 0 0 0 0 186 0 0 00 0 0 0 0 0 0 199 0 00 0 0 0 0 0 0 0 220 00 0 0 0 0 0 0 0 0 200,103,0.287582,0.079545,0.022876,0.000222,0.54902,0.232955,3.615313, h,header
Deve-013-005,-8,3,0.01634,0.013889,0.000227,7.6e-05,0.870915,0.192551,1.176469, h,body
Deve-013-006,Table 4: Metrics for Deep Learning Model,40,0.277778,0.012626,0.003507,8.8e-05,0.498366,0.310606,22.000004, h,body
Deve-013-007,Support,7,0.060458,0.015152,0.000916,0.000131,0.745915,0.352273,3.990194, h,body
Deve-013-008,211217,6,0.026144,0.02904,0.000759,0.000127,0.745098,0.378157,0.900256, v,body
Deve-013-009,195,3,0.02451,0.010101,0.000248,8.3e-05,0.744281,0.40404,2.426472, h,body
Deve-013-010,191,3,0.02451,0.011364,0.000279,9.3e-05,0.745915,0.422348,2.156866, h,body
Deve-013-011,Classification Report,21,0.148693,0.016414,0.002441,0.000116,0.499183,0.335227,9.058829, h,body
Deve-013-012,Precision Recall,16,0.138889,0.012626,0.001754,0.00011,0.525327,0.352273,11.000006, h,body
Deve-013-013,1.00 1.001.00 1.000.99 1.001.00 0.991.00 1.001.00 1.001.00,58,0.120915,0.117424,0.014198,0.000245,0.531046,0.421086,1.029728, h,header
Deve-013-014,1.001.00 1.001.00,17,0.117647,0.046717,0.005496,0.000323,0.531046,0.491793,2.518283, h,header
Deve-013-015,1.001.00 1.001.00,17,0.117647,0.045455,0.005348,0.000315,0.531046,0.526515,2.588236, h,header
Deve-013-016,1.001.00 1.001.00 1.00,22,0.117647,0.046717,0.005496,0.00025,0.531046,0.563763,2.518281, h,header
Deve-013-017,Gesture ClassPalm_Forward (1)Index_Forward (2)Fist (3)Fist_Turned (4)Thumb_Up (5)Middle_Finger_Front (6)OK (7)Palm_Side (8)C (9)Point_Down (10)micro avgmacro avgweighted avg,173,0.186275,0.247475,0.046098,0.000266,0.310458,0.467172,0.752701, v,header
Deve-013-018,187194,6,0.02451,0.026515,0.00065,0.000108,0.745915,0.448864,0.924371, v,body
Deve-013-019,F1-score,8,0.058824,0.012626,0.000743,9.3e-05,0.663399,0.352273,4.658826, h,body
Deve-013-020,1.001.001.001.001.001.001.001.001.001.001.001.001.00,52,0.034314,0.222222,0.007625,0.000147,0.662582,0.474747,0.154412, v,header
Deve-013-021,186,3,0.026144,0.010101,0.000264,8.8e-05,0.745098,0.474747,2.58823, h,body
Deve-013-022,199220200,9,0.026144,0.045455,0.001188,0.000132,0.745098,0.510101,0.575163, v,header
Deve-013-023,2000,4,0.034314,0.010101,0.000347,8.7e-05,0.744281,0.545455,3.397051, h,body
Deve-013-024,20002000,8,0.034314,0.027778,0.000953,0.000119,0.744281,0.57197,1.235294, h,body
Deve-013-025,Classification Report for Haar-Like features,44,0.21732,0.008838,0.001921,4.4e-05,0.499183,0.614268,24.588333, h,body
Deve-013-026,1.002,5,0.022876,0.006313,0.000144,2.9e-05,0.281046,0.631944,3.623548, h,body
Deve-013-027,1,1,0.003268,0.006313,2.1e-05,2.1e-05,0.29085,0.652146,0.517651, v,body
Deve-013-028,0.998,5,0.022876,0.007576,0.000173,3.5e-05,0.281046,0.67298,3.019611, h,body
Deve-013-029,0.996,5,0.022876,0.007576,0.000173,3.5e-05,0.281046,0.694444,3.019587, h,body
Deve-013-030,"Precision, Recall and F1-score Value",36,0.013072,0.140151,0.001832,5.1e-05,0.256536,0.705177,0.09327, v,header
Deve-013-031,V,1,0.176471,0.118687,0.020945,0.020945,0.424837,0.699495,1.486859, h,header
Deve-013-032,0.994,5,0.022876,0.007576,0.000173,3.5e-05,0.281046,0.714646,3.019619, h,body
Deve-013-033,0.992,5,0.022876,0.008838,0.000202,4e-05,0.281046,0.73548,2.588231, h,body
Deve-013-034,0.99,4,0.017974,0.006313,0.000113,2.8e-05,0.283497,0.756944,2.84707, h,body
Deve-013-035,0.988,5,0.022876,0.008838,0.000202,4e-05,0.281046,0.778409,2.588231, h,body
Deve-013-036,1,1,0.003268,0.006313,2.1e-05,2.1e-05,0.303922,0.789773,0.517645, v,body
Deve-013-037,2,1,0.003268,0.006313,2.1e-05,2.1e-05,0.352941,0.78851,0.517646, v,body
Deve-013-038,3,1,0.003268,0.007576,2.5e-05,2.5e-05,0.401961,0.789141,0.431371, v,body
Deve-013-039,4,1,0.004902,0.006313,3.1e-05,3.1e-05,0.450163,0.78851,0.776465, v,body
Deve-013-040,5,1,0.003268,0.007576,2.5e-05,2.5e-05,0.5,0.789141,0.431376, v,body
Deve-013-041,6,1,0.004902,0.006313,3.1e-05,3.1e-05,0.548203,0.78851,0.776469, v,body
Deve-013-042,7,1,0.003268,0.006313,2.1e-05,2.1e-05,0.598039,0.789773,0.51765, v,body
Deve-013-043,8,1,0.003268,0.006313,2.1e-05,2.1e-05,0.647059,0.789773,0.517643, v,body
Deve-013-044,9,1,0.004902,0.006313,3.1e-05,3.1e-05,0.695261,0.78851,0.776457, v,body
Deve-013-045,10,2,0.009804,0.006313,6.2e-05,3.1e-05,0.743464,0.789773,1.552933, h,body
Deve-013-046,Gesture Class,13,0.066993,0.007576,0.000508,3.9e-05,0.523693,0.80303,8.843129, h,body
Deve-013-047,Precision,9,0.044118,0.007576,0.000334,3.7e-05,0.437091,0.829545,5.823539, h,body
Deve-013-048,Recall,6,0.031046,0.008838,0.000274,4.6e-05,0.513889,0.828914,3.512628, h,body
Deve-013-049,F1-score,8,0.042484,0.010101,0.000429,5.4e-05,0.593137,0.829545,4.205874, h,body
Deve-013-050,"Figure 10: Scatter Plot of Precision, Recall and F1-Score for Deep Learning Model",81,0.542484,0.013889,0.007535,9.3e-05,0.498366,0.871843,39.058792, h,body
Deve-013-051,COPYRIGHT Ã‚Â© SOCIETY FOR SCIENCE AND EDUCATION UNITED KINGDOM,60,0.47549,0.011364,0.005403,9e-05,0.484477,0.936237,41.843269, h,body
Deve-013-052,40,2,0.017974,0.008838,0.000159,7.9e-05,0.878268,0.936237,2.033623, h,body
Deve-014-000,"Agbotiname Lucky Imoize, Aanuoluwapo Eberechukwu Babajide; Development of an Infrared-Based Sensor for Finger MovementDetection, Journal of Biomedical Engineering and Medical Imaging, Volume 6, No 4, Aug (2019), pp 29-444.3 Discussion of Results",245,0.795752,0.050505,0.040189,0.000164,0.523693,0.083333,15.755881, h,header
